index;Regon;Typ;Nazwa;Województwo;Powiat;Gmina;Kod Pocztowy;Miasto;Ulica;Informacja u usniętym wpisie
596;021550750;P;ANTI BUDOWNICTWO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-558;Wrocław;ul. Borowska 264;wpis wykreślony
597;022439836;F;LOOONY SŁAWOMIR ŁUKOMSKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-554;Wrocław;ul. Borowska .;wpis wykreślony
598;020119441;F;KATARZYNA ŻOŁNIEREK-MAZUREK KONCEPT GRUPA ARCHITEKTONICZNA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-558;Wrocław;ul. Borowska 264;wpis wykreślony
599;360170364;F;AGNIESZKA KOMOROWSKA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-552;Wrocław;ul. Borowska 92 lok. 5;wpis wykreślony
600;364565504;F;TOMASZ GAWLIK - SPRZEDAŻ LODÓW;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-551;Wrocław;ul. Borowska 103;wpis wykreślony
601;020468147;F;"IWONA ROCHOWICZ HUMAN RESOURCES INTERNATIONAL SERVICES ""HRIS""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-553;Wrocław;ul. Borowska 193 lok. 10;wpis wykreślony
602;368023326;F;DIOGO NTEFULA DE CAMPOS DE CARVALHO;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-532;Wrocław;ul. Borowska 36 lok. 12;wpis wykreślony
603;02234975400031;LF;SEED DAWID SZAJNER;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-558;Wrocław;ul. Borowska 264 lok. 8;wpis wykreślony
604;020999666;F;"TRANSPORT ""MAX"" Krzysztof Kowalski";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-557;Wrocław;ul. Borowska 210 lok. 8;wpis wykreślony
605;005993075;F;ZBIGNIEW BORTKO ZAKŁAD KAMIENIARSKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-525;Wrocław;ul. Borowska 74 lok. 6;wpis wykreślony
606;02208285400020;LF;3A NIERUCHOMOŚCI Aneta Polińska;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-558;Wrocław;ul. Borowska 242 lok. 13;wpis wykreślony
607;361994883;F;RM-BUD MARCIN ROMANIUK;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;54-436;Wrocław;ul. Borowska 28 lok. 11;wpis wykreślony
608;02194782600066;LF;INDYWIDUALNA PRAKTYKA PIELĘGNIARSKA DOROTA METZGER;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-556;Wrocław;ul. Borowska 213;wpis wykreślony
609;931925088;F;"""PIM"" PIEROŻEK WŁADYSŁAW";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-552;Wrocław;ul. Borowska 102 lok. 19;wpis wykreślony
610;931606503;F;EWA HEISE;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-552;Wrocław;ul. Borowska 92 lok. 23;wpis wykreślony
611;021310595;F;ROBERT MILCUSZEK R&M;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-556;Wrocław;ul. Borowska 213;wpis wykreślony
612;000747029;P;MIĘDZYPOWIATOWE TOWARZYSTWO KRZEWIENIA KULTURY FIZYCZNEJ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-529;Wrocław;ul. Borowska 1/3;wpis wykreślony
613;006335776;P;"SPÓŁDZIELNIA MIESZKANIOWA ""ZAMEK""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-551;Wrocław;ul. Borowska 136;wpis wykreślony
614;008090296;P;"PRZEDSIĘBIORSTWO PRODUKCYJNO USŁUGOWO HANDLOWE ""WERWA""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-552;Wrocław;ul. Borowska 96 lok. 6;wpis wykreślony
615;008215504;P;"""MERKURY"" SP.Z O.O.";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-532;Wrocław;ul. Borowska 52 lok. 8;wpis wykreślony
616;008375969;P;"PRZEDS.PROD.USŁUG.HANDL. ""ASTRON"" SP.Z O.O.";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-553;Wrocław;ul. Borowska 189D lok. 4;wpis wykreślony
617;36707674000010;LP;CENTRUM IKAR PORADNIE SPECJALISTYCZNE;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-558;Wrocław;ul. Borowska 242;wpis wykreślony
618;930372428;P;"KLUB SPORTÓW GIMNASTYCZNYCH ""AREKSPORT""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-529;Wrocław;ul. Borowska 1-3;wpis wykreślony
619;930723810;P;"NIEZALEŻNY ZWIĄZEK ZAWODOWY ZP ""MAX"" WE WROCŁAWIU";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-556;Wrocław;ul. Borowska 213;wpis wykreślony
620;930751670;P;DOLNOŚLĄSKI ZWIĄZEK UCZNIOWSKICH KLUBÓW SPORTOWYCH Z SIEDZIBĄ WE WROCŁAWIU;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-529;Wrocław;ul. Borowska 1-3;wpis wykreślony
621;930997068;P;"REGIONALNE TOWARZYSTWO KRZEWIENIA KULTURY FIZYCZNEJ ""ZACHÓD""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-529;Wrocław;ul. Borowska 1/3;wpis wykreślony
622;931020186;P;"DOLNOŚLĄSKIE PRZEDSIĘBIORSTWO ""DEKAREXPORT"" SP.Z O.O.";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-529;Wrocław;ul. Borowska 2;wpis wykreślony
623;931049391;P;"""HEGEMON"" BIURO USŁUG KAPITAŁOWYCH SP.Z O.O.";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-530;Wrocław;ul. Borowska 2;wpis wykreślony
624;931513262;P;NCE LEADER SPÓŁKA AKCYJNA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-529;Wrocław;ul. Borowska 2;wpis wykreślony
625;932167626;P;DOLNOŚLĄSKIE TOWARZYSTWO KRZEWIENIA KULTURY FIZYCZNEJ WE WROCŁAWIU;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-529;Wrocław;ul. Borowska 1/3;wpis wykreślony
626;021483485;F;USŁUGI PIELĘGNIARSKIE DAGMARA DYWAŃSKA-SUSŁO;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-556;Wrocław;ul. Borowska 213;wpis wykreślony
627;021479437;F;"RAFAŁ PIZOŃ ""IT-GIG""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-552;Wrocław;ul. Borowska 92 lok. 15;wpis wykreślony
628;36569758000010;LF;Kosmetyka Artystyczna Adrianna Gardziejczyk;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-558;Wrocław;ul. Borowska 264 lok. 12;wpis wykreślony
629;950233390;F;RYSZARD GIEDZIŃSKI PRAKTYKA STOMATOLOGICZNA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-544;Wrocław;ul. Borowska 174;wpis wykreślony
630;022421836;F;EDWARD IWICKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-551;Wrocław;ul. Borowska 174;wpis wykreślony
631;38120249300011;LF;Agnieszka Bronikowska;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-556;Wrocław;ul. Borowska 213;wpis wykreślony
632;020190367;P;DOLNOŚLĄSKI ZWIĄZEK TRIATHLONU;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-529;Wrocław;ul. Borowska 1-3;wpis wykreślony
633;380788634;F;Gabinet Masażu ARMADALE Natalia Nieszporek;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-558;Wrocław;ul. Borowska 266 lok. 3;wpis wykreślony
634;363918538;F;POŚREDNICTWO FINANSOWE DARIUSZ RUTKOWSKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-552;Wrocław;ul. Borowska 86 lok. 33;wpis wykreślony
635;020028170;F;"P.H.U. ""OLMARK"" OLBIŃSKA MAŁGORZATA";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-552;Wrocław;ul. Borowska 92 lok. 15;wpis wykreślony
636;93223924800027;LF;PRZEMYSŁAW RÓŻYCKI USŁUGI WETERYNARYJNE;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-554;Wrocław;ul. Borowska 180;wpis wykreślony
637;02075301400023;LF;"JOANNA FRĄCKOWIAK PPHU""FIX""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-557;Wrocław;ul. Borowska 186A;wpis wykreślony
638;36713114300012;LF;Przedsiębiorstwo Handlowo Usługowe Monika Winny;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-554;Wrocław;ul. Borowska 116;wpis wykreślony
639;933038486;F;SYLWIA KORZENIEWSKA SYLVIA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-557;Wrocław;ul. Borowska 212 lok. 9;wpis wykreślony
640;38254992200088;LF;Click Dog Training DOROTA GRUDA-BEDNARZ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-557;Wrocław;ul. Borowska 199 lok. 1;wpis wykreślony
641;38157399900018;LF;usługi pielęgniarskie;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-556;Wrocław;ul. Borowska 213;wpis wykreślony
642;932076102;P;GIMNAZJUM SPECJALNE NR 44;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-551;Wrocław;ul. Borowska 101;wpis wykreślony
643;93296098000059;LF;GRAŻYNA GŁOGOWSKA PIEKARNIA KARŁOWICE;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-552;Wrocław;ul. Borowska 104;wpis wykreślony
644;04009743900488;LP;PARAFIALNY ZESPÓŁ CARITAS PRZY PARAFII P.W. ŚW. FRANCISZKA Z ASYŻU;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-554;Wrocław;ul. Borowska 174;wpis wykreślony
645;021981674;P;"POLICEALNE STUDIUM DIAGNOSTYKI SAMOCHODOWEJ ""DIAGNOS""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-551;Wrocław;ul. Borowska 105;wpis wykreślony
646;383759544;F;DAWID DOUGLAS;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-532;Wrocław;ul. Borowska 42 lok. 1;wpis wykreślony
647;930041890;F;HANDEL OBWOŹNY ART.SPOŻYWCZYMI WAŻNY NORBERT;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-553;Wrocław;ul. Borowska 201 lok. 3;wpis wykreślony
648;930074820;F;MOSKAL DANUTA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-532;Wrocław;ul. Borowska 52 lok. 1;wpis wykreślony
649;930095153;F;KARPETA SŁAWOMIR;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-557;Wrocław;ul. Borowska 200 lok. 9;wpis wykreślony
650;930215887;F;ŻURAWKA ANDRZEJ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-552;Wrocław;ul. Borowska 86 lok. 28;wpis wykreślony
651;930245753;F;"""WIK-MAR"" PRZEDS.HANDLOWO-USŁUGOWE PUTEK-SOKOŁOWSKA KRYSTYNA";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-552;Wrocław;ul. Borowska 90 lok. 24;wpis wykreślony
652;930451406;F;"""ZAKŁAD OGÓLNOBUDOWLANY"" JUREWICZ JANUSZ";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-557;Wrocław;ul. Borowska 210 lok. 9;wpis wykreślony
653;930532464;F;HANDEL OBWOŹNY ARTYKUŁAMI SPOŻYWCZYMI I PRZEMYSŁOWYMI WIJATYK BARBARA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-552;Wrocław;ul. Borowska 94 lok. 1;wpis wykreślony
654;931111405;F;LISIECKA WANDA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-552;Wrocław;ul. Borowska 104 lok. 15;wpis wykreślony
655;931159872;F;"PIETRUSZEWSKI GRZEGORZ ""FAZI""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-552;Wrocław;ul. Borowska 86 lok. 10;wpis wykreślony
656;932231749;F;"SZLACHTA ANNA ""POŚREDNICTWO FINANSOWE""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-532;Wrocław;ul. Borowska 46 lok. 3;wpis wykreślony
657;932665330;F;"""OPELNUSS"" OPPELN-BRONIKOWSKI GRZEGORZ";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-552;Wrocław;ul. Borowska 110 lok. 8;wpis wykreślony
658;932829493;F;"""WENUS"" GRZEGÓRSKA MAŁGORZATA";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-558;Wrocław;ul. Borowska 252 lok. 1;wpis wykreślony
659;93066457900030;LF;ALFREDA SZADYN;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-552;Wrocław;ul. Borowska -;wpis wykreślony
660;369754345;F;MATEUSZ PTASZYŃSKI FAST-ACCOUNTS24;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-552;Wrocław;ul. Borowska 94 lok. 31;wpis wykreślony
661;930210230;F;"""FOLTA"" BARBARA FOLTA";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-532;Wrocław;ul. Borowska 40 lok. 11;wpis wykreślony
662;020414080;F;GALANTERIA-BIELIZNA HANDEL MARCIŃSKA ZOFIA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-557;Wrocław;ul. Borowska 194 lok. 2;wpis wykreślony
663;021009565;P;"""TUSSEN"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-552;Wrocław;ul. Borowska 90 lok. 32;wpis wykreślony
664;021028440;P;PROMENADA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-558;Wrocław;ul. Borowska 264;wpis wykreślony
665;020235650;F;MONIKA NOWAK;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-532;Wrocław;ul. Borowska 28 lok. 1;wpis wykreślony
666;02149774800056;LF;SPECJALISTYCZNA PRAKTYKA LEKARSKA IRENA JAŁOCHA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-558;Wrocław;ul. Borowska 242;wpis wykreślony
667;363467389;P;"""TORNEO MEDLOC"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-556;Wrocław;ul. Borowska 283B;wpis wykreślony
668;02231060500026;LF;"PHU "" BOLBAR NOJ"" Natalia Bargiel";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-558;Wrocław;ul. Borowska 266 lok. 3;wpis wykreślony
669;386686716;F;PAULINA LESZCZYŃSKA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-553;Wrocław;ul. Borowska 180 lok. 180;wpis wykreślony
670;36226813300030;LF;Kancelaria Radcy Prawnego Mateusz Gawłowicz;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-558;Wrocław;ul. Borowska 266 lok. 1;wpis wykreślony
671;02250792800048;LF;LEXi Agnieszka Gawłowicz;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-558;Wrocław;ul. Borowska 266 lok. 1;wpis wykreślony
672;020638247;P;"ZAKŁADOWA ORGANIZACJA ZWIĄZKOWA NSZZ "" SOLIDARNOŚĆ"" PRZY KOMENDZIE WOJEWÓDZKIEJ PAŃSTWOWEJ STRAŻY POŻARNEJ";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-552;Wrocław;ul. Borowska 138;wpis wykreślony
673;021332591;F;MARIUSZ JURCZENKO;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-532;Wrocław;ul. Borowska 52 lok. 8;wpis wykreślony
674;021726108;F;Sebastian Gil Craft And Technology;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-552;Wrocław;ul. Borowska 98 lok. 32;wpis wykreślony
675;382375221;F;"""6-stka"" PH PATRYK STRANC";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-552;Wrocław;ul. Borowska -;wpis wykreślony
676;38433479800010;LF;Kancelaria Radcy Prawnego Bartosz Stasik;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-558;Wrocław;ul. Borowska 266 lok. 1;wpis wykreślony
677;363482319;F;P.H.U. PAWEŁ MATIA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-552;Wrocław;ul. Borowska 92 lok. 30;wpis wykreślony
678;10012508100044;LF;"JASCAR DARIUSZ JASTRZĘBSKI; wspólnik spółki cywilnej - ALKOHOLE.plus";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-552;Wrocław;ul. Borowska 152;wpis wykreślony
679;020655760;P;PLUSS INVEST DEVELOPER SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W LIKWIDACJI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-558;Wrocław;ul. Borowska 264 lok. 7A;wpis wykreślony
680;38011658000027;LF;Fizjopoint. Mgr Paulina Szetela - Przybyłowicz;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-558;Wrocław;ul. Borowska 264 lok. 9;wpis wykreślony
681;381394854;F;ADMINISTRACJA I ZARZĄDZANIE Agnieszka Hańderek;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-554;Wrocław;ul. Borowska 174;wpis wykreślony
682;931194934;F;"WOJCIECH GAWLIK ""LODY WŁOSKIE""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-551;Wrocław;ul. Borowska 103;wpis wykreślony
683;931139310;F;Progres Piotr Hańderek;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-554;Wrocław;ul. Borowska 174;wpis wykreślony
684;020213654;P;TISCHLEREI & TROCKENBAU RUDIGER WERNER GMBH (SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ) ODDZIAŁ W POLSCE;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-558;Wrocław;ul. Borowska 270 lok. 1;wpis wykreślony
685;021313932;P;"""AKADEMIA PIPPI"" S.C.";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 62;----------------
686;021313984;F;RENATA ZAGRABSKA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 62;----------------
687;021318208;F;JOLANTA KOŁODZIEJSKA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 62;----------------
688;021975952;P;"PUNKT PRZEDSZKOLNY ""AKADEMIA PIPPI""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 62;----------------
689;021978086;F;MGM LUPA TOMASZ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 9;----------------
690;022373178;F;KANCELARIA RADCY PRAWNEGO JULIA PAJKERT;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 5;----------------
691;368926790;F;Roman Jagiełło;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 37;----------------
692;383309551;P;STOWARZYSZENIE ŚWIADOMOŚĆ PONAD PODZIAŁAMI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 56;----------------
693;385333996;P;SPRAWNEPRZETARGI.PL M. NAWRAT, A. ZALEWSKA SPÓŁKA CYWILNA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 56;----------------
694;930124937;F;WYPOŻYCZANIE WIDEOKASET Z FILMAMI GANC TERESA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 28;----------------
695;930214994;F;MAŁGORZATA ROLA-ZIĘBA PRAKTYKA LEKARZA RODZINNEGO;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 50;----------------
696;930456639;F;HELENA MADRYAS PRACOWNIA PROJEKTOWA INSTALACYJNO-BUDOWLANA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 13;----------------
697;930537450;P;HANDEL HURTOWY I DETAL.,GASTRONOMIA SP.CYW.HUK STANISŁAW,MIŚ STANISŁAW;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 24;----------------
698;930554477;F;GOSPODARSTWO ROLNE SZECHYŃSKA ALICJA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 11;----------------
699;930670858;F;"KANCELARIA PODATKOWA ""FEDOROWICZ"" BIURO RACHUNKOWE HENRYKA FEDOROWICZ";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 12;----------------
700;930889960;F;"KRZYSZTOF NAWROT ""K.D.O"" PPHU";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 10 lok. 10;----------------
701;931001303;F;"""FIRMA HANDLOWO-USŁUGOWO-PRODUKCYJNA"" TOMASZ SZYCHOWIAK";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 54;----------------
702;931038430;F;VIOLETTA LIS KANCELARIA ADWOKACKA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 41;----------------
703;931606124;F;HORA LIDIA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 35;----------------
704;931902555;F;"""LOGOS"" SZYNKIEWICZ MARTA";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 14;----------------
705;931904092;F;GRZEGORZ KLINOWSKI PRO SERVICE;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 31;----------------
706;932100384;F;CONEX MICHAŁ SZEWCZYK;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 36;----------------
707;932646864;P;"""FASHION FIRST II"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 39;----------------
708;932815812;F;ROMIKO MARCIN CHĘĆ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 24;----------------
709;931941779;F;"""JARO"" PRZEDSIĘBIORSTWO HANDLOWE KUCZBORSKI JAROSŁAW";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 35;wpis wykreślony
710;930476599;F;"""ZAKŁAD HANDLU I TRANSPORTU"" KAMUSIŃSKA KAROLINA";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 44;wpis wykreślony
711;010265890;P;"""FASHION FIRST"" SPÓŁKA AKCYJNA";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 39;wpis wykreślony
712;006033390;F;BAKALARZ LUDWIK;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 19;wpis wykreślony
713;932782343;F;"""VEGE-LIVE"" JEZIERSKI ARKADIUSZ";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 25;wpis wykreślony
714;932148764;F;AGENT UBEZPIECZENIOWY STANISŁAWA JODŁOWSKA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 1;wpis wykreślony
715;005952231;F;"PRZEDSIĘBIORSTWO USŁUGOWE ""PROFIT"" ROMAN BROL";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 62;wpis wykreślony
716;020392332;P;DORADZTWO FINANSOWE RIVER - FINANCE S.C. EDYTA BILIŃSKA-BOREK, ALICJA MIKUŁA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 34;wpis wykreślony
717;930207534;F;PHU PROFIT SKUPIŃSKA-BROL WIESŁAWA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 62;wpis wykreślony
718;930863103;F;"""WIESŁAW"" MATKOWSKI WIESŁAW";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 9;wpis wykreślony
719;930558423;F;"HENRYK PACHA ""VIDEOEXPRES""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 48;wpis wykreślony
720;931079989;F;KANCELARIA PRAWNA MGR JERZY JODŁOWSKI-RADCA PRAWNY;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;51-009;Wrocław;ul. Borówczana 1;wpis wykreślony
721;931606118;F;"PRYWATNY GABINET LEKARSKI ""KONSYLIUN"" HORA ZBIGNIEW";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 35;wpis wykreślony
722;930576131;F;"""AC""STUDIO ANNA CZORYCKA";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 39;wpis wykreślony
723;932052538;P;"""A & G HOLIDAY"" S.C. TATUŚ AGNIESZKA,KLINOWSKI GRZEGORZ";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 31;wpis wykreślony
724;931913636;F;"""AGA"" BIURO RACHUNKOWE KALATA AGNIESZKA";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 54;wpis wykreślony
725;021486118;F;"MARIA PACHA ""VIDEOEXPRES""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 48;wpis wykreślony
726;93021499400035;LF;MAŁGORZATA ROLA-ZIĘBA PRAKTYKA LEKARZA RODZINNEGO;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-009;Wrocław;ul. Borówczana 50;wpis wykreślony
